0,0.000000,0
0,0.010000,0
0,0.020000,0
0,0.030000,0
0,0.040000,0
0,0.050000,0
0,0.060000,0
0,0.070000,0
0,0.080000,0
0,0.090000,0
0,0.100000,0
0,0.110000,0
0,0.120000,0
0,0.130000,0
0,0.140000,0
0,0.150000,0
0,0.160000,0
0,0.170000,0
0,0.180000,0
0,0.190000,0
0,0.200000,0
0,0.210000,0
0,0.220000,0
0,0.230000,0
0,0.240000,0
0,0.250000,0
0,0.260000,0
0,0.270000,0
0,0.280000,0
0,0.290000,0
0,0.300000,0
0,0.310000,0
0,0.320000,0
0,0.330000,0
0,0.340000,0
0,0.350000,0
0,0.360000,0
0,0.370000,0
0,0.380000,0
0,0.390000,0
0,0.400000,0
0,0.410000,0
0,0.420000,0
0,0.430000,0
0,0.440000,0
0,0.450000,0
0,0.460000,0
0,0.470000,0
0,0.480000,0
0,0.490000,0
0,0.500000,0
0,0.510000,0
0,0.520000,0
0,0.530000,0
0,0.540000,0
0,0.550000,0
0,0.560000,0
0,0.570000,0
0,0.580000,0
0,0.590000,0
0,0.600000,0
0,0.610000,0
0,0.620000,0
0,0.630000,0
0,0.640000,0
0,0.650000,0
0,0.660000,0
0,0.670000,0
0,0.680000,0
0,0.690000,0
0,0.700000,0
0,0.710000,0
0,0.720000,0
0,0.730000,0
0,0.740000,0
0,0.750000,0
0,0.760000,0
0,0.770000,0
0,0.780000,0
0,0.790000,0
0,0.800000,0
0,0.810000,0
0,0.820000,0
0,0.830000,0
0,0.839999,0
0,0.849999,0
0,0.859999,0
0,0.869999,0
0,0.879999,0
0,0.889999,0
0,0.899999,0
0,0.909999,0
0,0.919999,0
0,0.929999,0
0,0.939999,0
0,0.949999,0
0,0.959999,0
0,0.969999,0
0,0.979999,0
0,0.989999,0
10,0.000000,100
10,0.010000,102
10,0.020000,103
10,0.030000,104
10,0.040000,105
10,0.050000,105
10,0.060000,107
10,0.070000,108
10,0.080000,109
10,0.090000,110
10,0.100000,111
10,0.110000,111
10,0.120000,113
10,0.130000,115
10,0.140000,114
10,0.150000,115
10,0.160000,116
10,0.170000,119
10,0.180000,121
10,0.190000,122
10,0.200000,124
10,0.210000,125
10,0.220000,126
10,0.230000,126
10,0.240000,130
10,0.250000,131
10,0.260000,130
10,0.270000,134
10,0.280000,137
10,0.290000,136
10,0.300000,141
10,0.310000,136
10,0.320000,142
10,0.330000,145
10,0.340000,147
10,0.350000,146
10,0.360000,148
10,0.370000,157
10,0.380000,157
10,0.390000,158
10,0.400000,162
10,0.410000,166
10,0.420000,161
10,0.430000,167
10,0.440000,178
10,0.450000,178
10,0.460000,179
10,0.470000,179
10,0.480000,179
10,0.490000,187
10,0.500000,188
10,0.510000,200
10,0.520000,196
10,0.530000,200
10,0.540000,201
10,0.550000,218
10,0.560000,224
10,0.570000,224
10,0.580000,226
10,0.590000,243
10,0.600000,225
10,0.610000,238
10,0.620000,229
10,0.630000,248
10,0.640000,259
10,0.650000,255
10,0.660000,278
10,0.670000,279
10,0.680000,285
10,0.690000,294
10,0.700000,304
10,0.710000,312
10,0.720000,341
10,0.730000,346
10,0.740000,358
10,0.750000,337
10,0.760000,405
10,0.770000,402
10,0.780000,441
10,0.790000,440
10,0.800000,441
10,0.810000,484
10,0.820000,531
10,0.830000,519
10,0.839999,580
10,0.849999,634
10,0.859999,651
